,name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score,convention
1214,jest-dom,https://github.com/testing-library/jest-dom,JavaScript,MIT License,2130,34,0,73,10,1.4,25,42,30,2.9,12981,0.67409,angular
1216,snyk,https://github.com/snyk/snyk,TypeScript,Other,2693,63,1,125,3,10.4,295,132,100,1.9,18615,0.67402,angular
1217,CodeIgniter,https://github.com/bcit-ci/CodeIgniter,PHP,MIT License,18105,175,0,595,9,1.2,3,38,21,1.2,3963,0.67398,ember
1225,jumpserver,https://github.com/jumpserver/jumpserver,Python,GNU General Public License v2.0,14932,79,1,119,4,14.4,29,740,605,0.6,6263,0.67369,angular
1234,universal,https://github.com/angular/universal,TypeScript,MIT License,3706,68,0,101,7,5.1,22,133,101,1.5,3832,0.67301,angular
1244,feathers,https://github.com/feathersjs/feathers,TypeScript,MIT License,13083,112,0,185,8,2.7,14,143,120,1.4,1347,0.67255,angular
1261,umi,https://github.com/umijs/umi,TypeScript,MIT License,9772,38,0,278,8,12.0,71,642,436,1.5,153,0.6715800000000001,angular
1266,element,https://github.com/ElemeFE/element,Vue,MIT License,48758,54,0,586,8,1.1,4,1192,728,1.0,1005,0.6714100000000001,angular
1275,firmware,https://github.com/raspberrypi/firmware,C,,3929,108,0,18,7,1.9,7,81,24,4.6,43890,0.67113,angular
1276,deck,https://github.com/spinnaker/deck,TypeScript,Apache License 2.0,243,80,0,286,5,21.4,304,190,173,0.7,540,0.67109,angular
1278,hyper,https://github.com/hyperium/hyper,Rust,MIT License,7349,77,0,276,9,2.2,11,115,89,1.9,921,0.67086,angular
1292,theme-ui,https://github.com/system-ui/theme-ui,TypeScript,MIT License,3336,22,0,111,7,16.7,75,361,292,2.2,1013,0.67043,angular
1298,opa,https://github.com/open-policy-agent/opa,Go,Apache License 2.0,4455,61,0,166,7,14.1,27,334,250,2.0,204,0.67008,angular
1302,spotbugs,https://github.com/spotbugs/spotbugs,Java,GNU Lesser General Public License v2.1,2146,217,0,133,6,4.9,17,90,58,1.5,2660,0.66984,angular
1304,pro-components,https://github.com/ant-design/pro-components,TypeScript,,859,42,0,318,4,20.9,205,1031,930,2.6,78,0.66971,angular
1320,pcp,https://github.com/performancecopilot/pcp,C,Other,706,166,0,195,3,46.0,7,114,91,1.0,2621,0.6687,angular
1321,camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,Java,Apache License 2.0,1781,129,0,246,3,16.9,9,222,180,0.6,3693,0.66856,angular
1328,ceph-ansible,https://github.com/ceph/ceph-ansible,Python,Apache License 2.0,1293,84,1,285,2,9.4,61,298,252,2.8,1684,0.66828,angular
1335,termux-packages,https://github.com/termux/termux-packages,Shell,Other,4309,68,0,236,4,59.2,0,412,343,2.0,1948,0.66805,angular
1340,android_frameworks_base,https://github.com/LineageOS/android_frameworks_base,Java,Other,269,149,3,4142,3,161.1,3,6,3,0.2,3069,0.66786,eslint
1345,apps,https://github.com/polkadot-js/apps,TypeScript,Apache License 2.0,377,34,0,122,6,65.5,35,566,522,1.0,352,0.6675399999999999,ember
1347,outline,https://github.com/outline/outline,JavaScript,Other,10501,59,0,51,8,10.3,23,190,140,1.4,3137,0.66737,angular
1349,angular.js,https://github.com/angular/angular.js,JavaScript,MIT License,59587,621,2,1845,5,1.2,4,36,29,0.6,13430,0.66733,angular
1352,onecloud,https://github.com/yunionio/onecloud,Go,Apache License 2.0,407,30,0,44,4,49.0,26,1714,1684,1.8,1194,0.6672899999999999,angular
1366,hydra,https://github.com/ory/hydra,Go,Apache License 2.0,9825,68,0,182,5,15.5,32,168,139,1.3,783,0.66665,angular
1374,uno,https://github.com/unoplatform/uno,C#,Other,4290,32,0,181,5,65.9,9,838,480,3.0,136,0.6663,angular
1381,Terasology,https://github.com/MovingBlocks/Terasology,Java,Other,2979,120,0,317,2,15.6,11,270,217,1.2,1739,0.66604,angular
1383,kubernetes-client,https://github.com/fabric8io/kubernetes-client,Java,Apache License 2.0,1667,67,0,223,4,10.0,18,280,191,2.8,429,0.66598,angular
1389,cli,https://github.com/react-native-community/cli,TypeScript,MIT License,1486,71,1,441,8,4.4,26,109,70,1.8,426,0.66572,angular
1391,clouddriver,https://github.com/spinnaker/clouddriver,Groovy,Apache License 2.0,277,108,0,305,5,15.7,35,201,186,1.1,183,0.66565,angular
1404,node-ytdl-core,https://github.com/fent/node-ytdl-core,JavaScript,MIT License,2087,103,0,71,4,5.3,48,155,141,4.1,1096,0.66496,angular
1411,vuex,https://github.com/vuejs/vuex,JavaScript,MIT License,25490,67,0,311,7,2.1,14,112,81,1.4,1636,0.66471,angular
1413,syslog-ng,https://github.com/syslog-ng/syslog-ng,C,Other,1388,167,0,151,4,21.8,5,133,105,3.7,525,0.66466,eslint
1415,pnpm,https://github.com/pnpm/pnpm,TypeScript,MIT License,9427,60,0,78,8,18.9,109,199,110,1.9,494,0.66465,angular
1431,open-wc,https://github.com/open-wc/open-wc,JavaScript,MIT License,1357,28,0,157,6,14.5,38,193,162,1.8,1067,0.66372,angular
1433,neomutt,https://github.com/neomutt/neomutt,C,GNU General Public License v2.0,2051,275,1,391,3,19.0,13,97,64,2.9,564,0.6636,angular
1441,react-use,https://github.com/streamich/react-use,TypeScript,The Unlicense,17838,27,0,161,10,16.3,52,227,146,0.4,1373,0.6631,angular
1442,cli,https://github.com/heroku/cli,JavaScript,ISC License,669,74,0,145,6,4.2,34,98,62,0.7,5432,0.66303,angular
1467,validator.js,https://github.com/validatorjs/validator.js,JavaScript,MIT License,16922,125,1,354,11,2.9,4,143,98,2.7,412,0.66199,angular
1478,opensips,https://github.com/OpenSIPS/opensips,C,Other,816,190,0,147,5,21.4,6,144,90,3.7,249,0.66147,angular
1485,azerothcore-wotlk,https://github.com/azerothcore/azerothcore-wotlk,C++,Other,1254,55,0,177,4,21.1,1,1089,596,2.1,1832,0.6611199999999999,angular
1494,vue-test-utils,https://github.com/vuejs/vue-test-utils,JavaScript,MIT License,3179,44,0,260,7,3.1,10,73,57,2.4,1866,0.6607,angular
1502,zig,https://github.com/ziglang/zig,Zig,MIT License,7660,66,0,332,3,80.1,3,2417,1016,1.5,139,0.66032,angular
1515,user-event,https://github.com/testing-library/user-event,JavaScript,MIT License,1046,28,1,70,10,4.0,75,94,63,3.1,4844,0.6594300000000001,angular
1529,vee-validate,https://github.com/logaretm/vee-validate,TypeScript,MIT License,8178,54,0,283,5,13.7,55,186,180,1.8,212,0.65871,angular
1532,wiki,https://github.com/Requarks/wiki,Vue,GNU Affero General Public License v3.0,11954,53,0,114,9,8.6,19,366,190,1.5,428,0.65851,angular
1540,eslint-plugin-jest,https://github.com/jest-community/eslint-plugin-jest,TypeScript,MIT License,672,49,0,94,6,3.6,28,71,55,1.0,12526,0.65799,angular
1552,cloud-kernel,https://github.com/alibaba/cloud-kernel,C,Other,285,192,0,5000,10,20.3,7,5,4,2.2,3,0.65749,angular
1553,dgraph,https://github.com/dgraph-io/dgraph,Go,Other,14586,65,0,183,3,24.7,43,661,617,0.6,776,0.65749,angular
1554,edusoho,https://github.com/edusoho/edusoho,JavaScript,,1445,91,1,255,3,57.8,79,9,0,0.4,28541,0.65746,angular
1556,jina,https://github.com/jina-ai/jina,Python,Apache License 2.0,1847,11,0,81,4,71.2,21,621,575,2.6,1066,0.6574,angular
1558,capacitor,https://github.com/ionic-team/capacitor,Java,Other,4892,38,0,226,5,12.4,33,408,299,1.6,349,0.65717,angular
1566,eslint-plugin-jsdoc,https://github.com/gajus/eslint-plugin-jsdoc,JavaScript,Other,482,65,0,70,6,6.2,108,39,31,2.4,3660,0.65692,angular
1571,wowchemy-hugo-modules,https://github.com/wowchemy/wowchemy-hugo-modules,JavaScript,MIT License,5290,57,0,136,9,5.7,3,163,125,2.1,1811,0.65678,angular
1573,swagger,https://github.com/nestjs/swagger,TypeScript,MIT License,697,40,0,67,10,10.1,44,191,160,1.0,1473,0.65675,angular
1577,trezor-firmware,https://github.com/trezor/trezor-firmware,Python,,353,100,0,225,9,22.8,15,210,134,1.8,32,0.65661,angular
1594,wine,https://github.com/ValveSoftware/wine,C,Other,412,336,0,2119,2,101.2,24,8,1,2.4,36,0.65601,angular
1599,coveragepy,https://github.com/nedbat/coveragepy,Python,Apache License 2.0,1466,144,0,103,8,3.9,6,90,46,1.6,2761,0.65591,angular
1614,sass-loader,https://github.com/webpack-contrib/sass-loader,JavaScript,MIT License,3537,84,2,85,8,1.3,14,29,24,2.9,18891,0.6554300000000001,angular
1615,sendgrid-nodejs,https://github.com/sendgrid/sendgrid-nodejs,JavaScript,MIT License,2260,110,0,183,10,2.5,19,64,50,1.9,298,0.65542,angular
1617,botpress,https://github.com/botpress/botpress,TypeScript,GNU Affero General Public License v3.0,8982,52,0,148,2,24.5,41,465,318,0.7,3657,0.6553899999999999,angular
1620,Main,https://github.com/ScoopInstaller/Main,PowerShell,The Unlicense,633,93,0,559,3,125.8,0,367,289,1.0,440,0.6553,angular
1629,source,https://github.com/lede-project/source,C,GNU General Public License v2.0,1505,205,0,906,4,62.7,2,2,1,0.5,4374,0.65499,angular
1640,argo-cd,https://github.com/argoproj/argo-cd,Go,Apache License 2.0,4672,35,0,355,4,17.0,39,892,559,1.9,94,0.65467,angular
1641,rules_nodejs,https://github.com/bazelbuild/rules_nodejs,Starlark,Apache License 2.0,462,45,0,150,4,11.6,29,380,266,1.6,847,0.65454,angular
1643,material-components-web,https://github.com/material-components/material-components-web,TypeScript,MIT License,15179,82,0,417,3,15.8,5,281,238,1.3,767,0.6544300000000001,angular
1646,tpm2-tools,https://github.com/tpm2-software/tpm2-tools,C,,368,66,0,98,9,8.7,15,73,50,2.5,546,0.6543100000000001,angular
1647,grpc-go,https://github.com/grpc/grpc-go,Go,Apache License 2.0,12886,74,0,272,1,8.1,16,237,199,1.8,5126,0.6543,angular
1671,verdaccio,https://github.com/verdaccio/verdaccio,TypeScript,MIT License,10937,93,0,228,8,3.2,16,114,85,1.5,379,0.6532899999999999,angular
1672,react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,JavaScript,MIT License,18827,86,0,419,6,4.8,1,196,145,1.7,1126,0.65325,angular
1674,apollo,https://github.com/ApolloAuto/apollo,C++,Apache License 2.0,17651,43,0,338,4,45.1,2,701,494,1.5,427,0.65322,eslint
1675,react-table,https://github.com/tannerlinsley/react-table,JavaScript,MIT License,13218,51,0,263,7,5.9,21,150,94,1.7,328,0.65322,angular
1676,lightning,https://github.com/ElementsProject/lightning,C,Other,1772,69,0,157,3,38.8,12,259,199,2.7,296,0.6532100000000001,angular
1687,G6,https://github.com/antvis/G6,TypeScript,MIT License,7370,47,0,78,9,25.1,25,439,341,2.2,80,0.65282,angular
1697,ng-bootstrap,https://github.com/ng-bootstrap/ng-bootstrap,TypeScript,MIT License,7672,65,0,147,8,3.7,19,118,60,1.2,1340,0.65242,angular
1700,axe-core,https://github.com/dequelabs/axe-core,JavaScript,Mozilla Public License 2.0,3475,82,0,146,6,9.3,14,290,201,1.3,497,0.65232,angular
1721,ReactiveUI,https://github.com/reactiveui/ReactiveUI,C#,MIT License,6005,129,0,178,6,4.1,22,686,677,0.2,566,0.65169,angular
1724,coding-standard,https://github.com/slevomat/coding-standard,PHP,MIT License,858,62,0,60,12,8.9,20,79,69,1.9,834,0.65163,eslint
1739,gluon,https://github.com/freifunk-gluon/gluon,C,Other,442,97,0,132,2,6.3,10,73,39,2.5,9681,0.65105,angular
1749,ecma262,https://github.com/tc39/ecma262,HTML,Other,11427,82,0,138,6,5.4,3,127,74,2.1,2854,0.65055,eslint
1753,gridsome,https://github.com/gridsome/gridsome,JavaScript,MIT License,7151,30,0,115,7,3.1,100,147,62,1.7,3201,0.6504300000000001,angular
1762,graphql,https://github.com/nestjs/graphql,TypeScript,MIT License,647,38,0,54,9,12.7,68,204,181,0.9,1676,0.6500100000000001,angular
1764,RSSHub,https://github.com/DIYgod/RSSHub,JavaScript,MIT License,14896,34,0,564,4,38.6,0,942,837,1.4,610,0.64985,angular
1798,caddy,https://github.com/caddyserver/caddy,Go,Apache License 2.0,31461,73,0,78,6,10.7,22,215,188,2.9,234,0.64858,angular
1806,proxy,https://github.com/istio/proxy,C++,Apache License 2.0,517,50,0,93,5,5.2,51,107,104,1.5,3290,0.6483399999999999,eslint
1807,uni-app,https://github.com/dcloudio/uni-app,JavaScript,Apache License 2.0,28430,30,0,115,3,71.1,180,317,97,1.3,1142,0.64831,angular
1817,amplify-cli,https://github.com/aws-amplify/amplify-cli,TypeScript,Apache License 2.0,1914,33,0,177,4,16.8,15,1369,839,2.4,173,0.64795,angular
1818,sentry-python,https://github.com/getsentry/sentry-python,Python,"BSD 2-Clause ""Simplified"" License",835,32,0,79,5,5.1,28,136,94,2.6,3036,0.64791,angular
1826,sway,https://github.com/swaywm/sway,C,MIT License,8323,66,0,379,2,7.4,7,380,241,2.3,979,0.64761,angular
1842,rhodes,https://github.com/rhomobile/rhodes,C,MIT License,1037,150,0,163,5,2.6,37,6,4,1.7,5182,0.6471399999999999,angular
1845,jshint,https://github.com/jshint/jshint,JavaScript,MIT License,8493,124,0,270,9,0.7,4,24,13,1.4,3504,0.6470899999999999,jshint
1858,instantsearch.js,https://github.com/algolia/instantsearch.js,TypeScript,MIT License,2579,67,0,90,8,3.3,23,117,81,1.6,1079,0.64665,angular
1886,nodemon,https://github.com/remy/nodemon,JavaScript,MIT License,21759,125,1,149,8,0.3,4,80,59,2.5,5320,0.64568,angular
1888,nvme-cli,https://github.com/linux-nvme/nvme-cli,C,GNU General Public License v2.0,648,75,0,193,6,4.7,4,82,56,1.5,2836,0.64548,angular
1890,commitlint,https://github.com/conventional-changelog/commitlint,TypeScript,MIT License,7109,60,0,111,10,7.7,1,266,234,0.5,5332,0.64542,angular
1892,vimtex,https://github.com/lervag/vimtex,TeX,MIT License,2987,88,0,126,5,12.6,9,114,99,6.2,84,0.6453800000000001,angular
1909,react-dnd,https://github.com/react-dnd/react-dnd,TypeScript,MIT License,14992,76,0,181,9,14.0,4,229,172,0.9,371,0.64464,angular
1911,spinnaker,https://github.com/spinnaker/spinnaker,Shell,Apache License 2.0,7560,79,0,122,5,1.2,20,480,207,1.8,1083,0.64462,angular
1919,django-allauth,https://github.com/pennersr/django-allauth,Python,MIT License,6106,125,1,523,8,2.5,5,199,111,1.0,489,0.64439,angular
1929,openfoodfacts-androidapp,https://github.com/openfoodfacts/openfoodfacts-androidapp,Kotlin,Apache License 2.0,534,70,0,122,8,23.7,8,324,247,1.5,133,0.64386,angular
1953,wireguard-linux,https://github.com/WireGuard/wireguard-linux,C,Other,291,192,1,5000,10,1162.0,0,0,0,0.0,54,0.6430899999999999,angular
1954,ionic-framework,https://github.com/ionic-team/ionic-framework,TypeScript,Other,42768,90,1,425,3,11.5,46,796,585,2.2,57,0.64307,angular
1957,server,https://github.com/CasparCG/server,C++,GNU General Public License v3.0,553,126,0,50,7,1.5,6,21,7,4.2,6982,0.643,angular
1965,webpack-merge,https://github.com/survivejs/webpack-merge,TypeScript,MIT License,2293,68,1,31,9,2.9,16,25,24,3.9,7945,0.64251,angular
1980,subsurface,https://github.com/subsurface/subsurface,C++,GNU General Public License v2.0,1888,114,0,167,5,31.1,1,164,151,3.8,135,0.6419100000000001,angular
1981,socket.io-client,https://github.com/socketio/socket.io-client,TypeScript,MIT License,8898,132,0,119,7,1.4,12,78,46,2.7,677,0.64179,angular
1985,sanity,https://github.com/sanity-io/sanity,TypeScript,MIT License,2232,59,0,51,4,37.8,51,242,116,1.1,1377,0.6416,angular
1995,yup,https://github.com/jquense/yup,TypeScript,MIT License,11995,77,0,121,7,2.6,15,251,154,1.7,553,0.6413399999999999,angular
2010,ant-design-vue,https://github.com/vueComponent/ant-design-vue,Vue,Other,13376,40,0,127,4,20.0,34,1310,1085,1.3,176,0.64078,angular
2014,downshift,https://github.com/downshift-js/downshift,JavaScript,MIT License,9129,42,0,189,12,2.3,48,43,27,2.4,359,0.64064,angular
2015,koa,https://github.com/koajs/koa,JavaScript,MIT License,30501,91,0,208,10,0.6,12,20,15,2.2,859,0.64062,angular
2016,fork-ts-checker-webpack-plugin,https://github.com/TypeStrong/fork-ts-checker-webpack-plugin,TypeScript,MIT License,1273,45,0,79,11,1.6,68,75,54,2.5,905,0.64055,angular
2019,java-docs-samples,https://github.com/GoogleCloudPlatform/java-docs-samples,Java,Apache License 2.0,1232,71,0,206,4,37.3,0,570,545,1.1,1287,0.64052,angular
2045,nativescript-cli,https://github.com/NativeScript/nativescript-cli,JavaScript,Apache License 2.0,963,80,0,112,7,3.3,26,92,41,2.3,409,0.63973,angular
2061,ring-ui,https://github.com/JetBrains/ring-ui,JavaScript,Apache License 2.0,2546,96,0,91,4,28.2,222,346,346,0.2,720,0.6389100000000001,angular
2064,clarity,https://github.com/vmware/clarity,TypeScript,Other,6134,52,0,93,5,9.2,10,1175,1087,1.2,612,0.6388199999999999,angular
2069,kvm-guest-drivers-windows,https://github.com/virtio-win/kvm-guest-drivers-windows,C,"BSD 3-Clause ""New"" or ""Revised"" License",849,133,0,56,7,4.2,16,40,21,3.6,676,0.63862,angular
2078,cordova-android,https://github.com/apache/cordova-android,Java,Apache License 2.0,3105,149,1,238,10,1.6,11,84,46,2.4,246,0.6381899999999999,angular
2081,sys,https://github.com/golang/sys,Go,Other,830,109,0,196,5,3.8,0,14,4,9.6,1590,0.6380600000000001,angular
2088,tinacms,https://github.com/tinacms/tinacms,TypeScript,Apache License 2.0,5305,18,0,64,8,49.7,14,170,118,1.6,733,0.6379100000000001,angular
2093,vector,https://github.com/timberio/vector,Rust,Mozilla Public License 2.0,6024,29,0,107,6,45.8,12,1962,1387,1.4,80,0.6378,angular
2098,jquery-ui,https://github.com/jquery/jquery-ui,JavaScript,Other,10873,154,3,349,11,0.6,6,46,11,1.1,6215,0.6377,eslint
2106,libusb,https://github.com/libusb/libusb,C,GNU Lesser General Public License v2.1,2929,160,1,184,4,3.1,2,91,57,3.2,4243,0.6374,angular
2109,billboard.js,https://github.com/naver/billboard.js,TypeScript,MIT License,4528,93,0,162,8,8.9,42,151,124,1.2,76,0.63722,angular
2117,apisix,https://github.com/apache/apisix,Lua,Apache License 2.0,4122,21,0,142,9,16.6,9,1018,858,2.7,52,0.63703,angular
2125,sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Python,Apache License 2.0,1290,39,0,163,3,14.8,130,234,161,5.1,96,0.6368199999999999,angular
2127,portainer,https://github.com/portainer/portainer,JavaScript,zlib License,16859,92,0,192,5,6.1,5,489,196,2.3,223,0.6368,angular
2139,n8n,https://github.com/n8n-io/n8n,TypeScript,Other,11797,19,0,108,8,35.4,290,366,281,2.0,81,0.63631,atom
2140,copy-webpack-plugin,https://github.com/webpack-contrib/copy-webpack-plugin,JavaScript,MIT License,2543,63,1,45,8,1.6,16,51,47,2.2,11391,0.6362899999999999,angular
2142,legion,https://github.com/StanfordLegion/legion,C++,Apache License 2.0,432,100,1,68,7,21.9,3,129,30,2.2,2000,0.63625,angular
2148,strace,https://github.com/strace/strace,C,Other,1049,267,0,143,5,11.9,6,10,3,0.8,9321,0.6360899999999999,angular
2153,playwright,https://github.com/microsoft/playwright,TypeScript,Apache License 2.0,20021,14,0,84,5,58.3,30,1000,819,1.2,312,0.63595,angular
2157,asterisk,https://github.com/asterisk/asterisk,C,Other,939,259,0,292,5,6.2,60,1,1,1.0,2737,0.6358199999999999,angular
2163,X6,https://github.com/antvis/X6,TypeScript,MIT License,991,18,0,25,5,51.9,63,409,363,2.1,1312,0.63557,angular
2165,build,https://github.com/nodejs/build,Shell,,311,79,0,61,10,2.6,0,91,54,2.9,6671,0.63552,angular
2172,igraph,https://github.com/igraph/igraph,C,GNU General Public License v2.0,1099,194,0,51,7,7.2,6,153,113,3.9,279,0.63535,angular
2187,qunit,https://github.com/qunitjs/qunit,JavaScript,MIT License,3860,154,0,169,12,2.3,8,81,51,1.1,429,0.63465,eslint
2198,serenity,https://github.com/SerenityOS/serenity,C++,"BSD 2-Clause ""Simplified"" License",7890,27,0,256,6,181.9,0,1359,1039,1.4,86,0.6342399999999999,eslint
2202,lego,https://github.com/go-acme/lego,Go,MIT License,4387,68,0,236,8,3.0,13,83,64,1.8,230,0.6341399999999999,angular
2204,vite,https://github.com/vitejs/vite,TypeScript,MIT License,14402,9,0,105,7,27.4,43,628,552,1.9,231,0.6341100000000001,angular
2206,starship,https://github.com/starship/starship,Rust,ISC License,13887,22,0,206,5,11.1,28,378,261,1.8,229,0.63408,angular
2211,active_merchant,https://github.com/activemerchant/active_merchant,Ruby,MIT License,4266,169,0,655,4,6.2,11,85,63,0.4,376,0.63389,eslint
2213,espurna,https://github.com/xoseperez/espurna,C++,GNU General Public License v3.0,2423,57,0,157,4,5.0,13,68,38,3.6,740,0.6338199999999999,angular
2219,vuejs.org,https://github.com/vuejs/vuejs.org,JavaScript,MIT License,4767,85,0,669,8,2.7,3,58,24,0.4,1062,0.63348,angular
2230,nodejs.org,https://github.com/nodejs/nodejs.org,JavaScript,Other,1633,68,1,541,9,8.8,0,193,165,0.7,1153,0.6332399999999999,angular
2233,react-native-paper,https://github.com/callstack/react-native-paper,TypeScript,MIT License,7285,51,0,192,5,6.1,23,379,289,2.5,83,0.6331100000000001,angular
2248,libbpf,https://github.com/libbpf/libbpf,C,Other,309,28,0,103,7,8.7,7,16,15,1.0,17751,0.6323,angular
2250,bull,https://github.com/OptimalBits/bull,JavaScript,Other,9891,92,1,186,9,1.8,12,123,71,1.9,441,0.63221,angular
2257,scalafmt,https://github.com/scalameta/scalafmt,Scala,Apache License 2.0,1032,63,0,146,8,19.4,23,113,91,1.0,101,0.6320399999999999,eslint
2264,open62541,https://github.com/open62541/open62541,C,Other,1359,86,1,184,5,13.8,13,227,127,1.6,306,0.6319,angular
2267,reactstrap,https://github.com/reactstrap/reactstrap,JavaScript,MIT License,9757,59,0,235,7,2.3,12,142,108,1.2,521,0.63185,angular
2276,mathlib,https://github.com/leanprover-community/mathlib,Lean,Apache License 2.0,679,43,0,139,7,71.6,0,1227,1070,2.9,55,0.63157,angular
2277,OpenTTD,https://github.com/OpenTTD/OpenTTD,C++,GNU General Public License v2.0,2773,200,0,133,2,10.3,5,398,292,1.9,1102,0.63151,eslint
2287,echarts,https://github.com/apache/echarts,TypeScript,Apache License 2.0,44472,95,0,145,4,22.7,13,1049,582,1.7,42,0.63122,angular
2296,centreon,https://github.com/centreon/centreon,PHP,GNU General Public License v2.0,452,177,0,164,1,14.2,15,346,262,0.6,3008,0.63097,angular
2309,framework7,https://github.com/framework7io/framework7,JavaScript,MIT License,15927,84,0,154,4,19.2,20,93,51,1.0,454,0.63061,angular
2323,android,https://github.com/LineageOS/android,,,2142,114,2,136,8,2.1,4,5,3,1.4,39479,0.63002,angular
2325,google-api-python-client,https://github.com/googleapis/google-api-python-client,Python,Other,4353,130,1,152,5,1.9,22,186,164,1.4,796,0.6299399999999999,angular
2327,riot,https://github.com/riot/riot,JavaScript,Other,14376,89,0,195,7,1.9,31,10,10,2.0,608,0.62988,angular
2333,xemu,https://github.com/mborgerson/xemu,C,Other,299,218,0,1996,3,80.1,85,128,73,1.4,0,0.62971,angular
2335,draft-js-plugins,https://github.com/draft-js-plugins/draft-js-plugins,TypeScript,MIT License,3674,59,0,192,8,3.7,34,252,240,0.8,149,0.62968,angular
2336,wire-webapp,https://github.com/wireapp/wire-webapp,TypeScript,GNU General Public License v3.0,973,55,0,42,8,35.4,29,464,419,1.1,104,0.62955,angular
2340,strongswan,https://github.com/strongswan/strongswan,C,Other,1072,185,1,107,5,6.1,15,8,2,3.9,2270,0.62952,angular
2361,snapcraft,https://github.com/snapcore/snapcraft,Python,GNU General Public License v3.0,942,68,0,170,7,8.7,23,118,108,1.1,140,0.62897,angular
2367,i18n,https://github.com/electron/i18n,TypeScript,Other,481,45,0,28,4,21.0,872,171,162,1.0,4635,0.6288699999999999,angular
2386,uuid,https://github.com/uuidjs/uuid,JavaScript,MIT License,10393,122,0,59,7,2.5,4,28,23,3.0,2653,0.6282300000000001,angular
2391,freebsd-src,https://github.com/freebsd/freebsd-src,C,Other,5586,336,0,801,8,156.5,5,48,10,0.2,14,0.62805,angular
2396,typegoose,https://github.com/typegoose/typegoose,TypeScript,MIT License,1062,47,0,84,6,6.5,37,85,70,2.8,345,0.62798,angular
2397,firewalld,https://github.com/firewalld/firewalld,Python,GNU General Public License v2.0,402,123,0,137,6,4.7,11,63,34,2.0,344,0.6279,angular
2402,gstreamer,https://github.com/GStreamer/gstreamer,C,Other,893,255,0,540,5,6.8,13,0,0,0.0,10682,0.62783,angular
2416,mini-css-extract-plugin,https://github.com/webpack-contrib/mini-css-extract-plugin,JavaScript,MIT License,4137,35,1,56,8,1.4,16,128,99,2.7,4437,0.62734,angular
2422,ioredis,https://github.com/luin/ioredis,TypeScript,MIT License,8495,70,0,118,10,1.0,13,115,62,1.5,566,0.62716,angular
2427,webpack-dev-middleware,https://github.com/webpack/webpack-dev-middleware,JavaScript,MIT License,2196,103,0,105,6,3.3,8,106,95,2.2,502,0.62698,angular
2441,Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,JavaScript,MIT License,11972,68,1,308,8,1.9,9,88,56,2.0,428,0.6265,angular
2449,weechat,https://github.com/weechat/weechat,C,GNU General Public License v3.0,2074,211,0,137,5,9.1,7,50,23,2.0,527,0.62629,angular
2455,flutterfire,https://github.com/FirebaseExtended/flutterfire,Dart,"BSD 3-Clause ""New"" or ""Revised"" License",3716,45,0,289,3,10.2,6,1107,764,2.9,84,0.62612,angular
2458,razzle,https://github.com/jaredpalmer/razzle,JavaScript,MIT License,9850,60,0,140,7,6.3,65,102,65,2.9,65,0.62607,angular
2461,google-cloud-python,https://github.com/googleapis/google-cloud-python,,Apache License 2.0,3449,85,2,311,8,2.0,7,35,29,1.6,1623,0.62593,angular
2462,Fuse,https://github.com/krisk/Fuse,JavaScript,Apache License 2.0,11810,105,0,71,9,6.7,16,52,46,1.5,296,0.6258199999999999,angular
2480,npm-check-updates,https://github.com/raineorshine/npm-check-updates,JavaScript,Other,5886,89,0,78,7,6.1,7,48,41,2.6,598,0.62532,angular
2482,open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,Swift,MIT License,25855,72,0,299,9,24.3,2,19,19,0.7,486,0.62527,ember
2483,ceph-csi,https://github.com/ceph/ceph-csi,Go,Apache License 2.0,490,37,0,83,6,16.9,11,328,225,3.1,129,0.6252,angular
2489,site,https://github.com/hexojs/site,Stylus,MIT License,571,100,0,698,8,4.7,0,44,25,0.4,1434,0.625,angular
2491,PyMISP,https://github.com/MISP/PyMISP,Python,Other,242,84,0,120,5,6.6,15,98,71,3.1,154,0.62497,angular
2496,graphql-engine,https://github.com/hasura/graphql-engine,Haskell,Other,19795,31,0,323,1,17.6,24,987,407,1.6,438,0.62473,angular
2500,openwrt,https://github.com/Lienol/openwrt,C,GNU General Public License v2.0,1473,205,0,730,5,8.8,0,63,48,1.1,486,0.62464,angular
2505,js-lingui,https://github.com/lingui/js-lingui,TypeScript,MIT License,2956,49,0,125,8,6.4,11,300,273,3.2,47,0.62429,angular
2509,docker-jitsi-meet,https://github.com/jitsi/docker-jitsi-meet,Lua,Apache License 2.0,2034,35,0,83,7,3.9,11,205,138,3.8,312,0.62421,angular
2528,super-productivity,https://github.com/johannesjo/super-productivity,TypeScript,MIT License,2804,49,0,55,7,40.8,69,291,150,2.8,30,0.62366,angular
2529,cucumber-js,https://github.com/cucumber/cucumber-js,TypeScript,MIT License,4112,117,0,142,7,3.6,12,109,86,1.5,182,0.62351,angular
